trade_date,ts_code,pe_ttm,pb
20220829,600970.SH,10.711,1.699
20220830,600970.SH,10.5537,1.674
20220831,600970.SH,10.3229,1.6374
20220901,600970.SH,10.0711,1.5975
20220902,600970.SH,9.7354,1.5442
20220905,600970.SH,9.7669,1.5492
20220906,600970.SH,9.7984,1.5542
20220907,600970.SH,9.7249,1.5425
20220908,600970.SH,9.6095,1.5242
20220909,600970.SH,10.5747,1.6773
20220913,600970.SH,10.4488,1.6574
20220914,600970.SH,10.0501,1.5941
20220915,600970.SH,9.4941,1.5059
20220916,600970.SH,9.0325,1.4327
20220919,600970.SH,9.3053,1.476
20220920,600970.SH,9.4312,1.4959
20220921,600970.SH,9.8613,1.5642
20220922,600970.SH,9.5676,1.5176
20220923,600970.SH,9.599,1.5226
20220926,600970.SH,9.3892,1.4893
20220927,600970.SH,9.3053,1.476
20220928,600970.SH,8.9591,1.4211
20220929,600970.SH,8.7598,1.3894
20220930,600970.SH,8.6129,1.3662
20221010,600970.SH,8.6024,1.3645
20221011,600970.SH,8.5395,1.3545
20221012,600970.SH,8.8857,1.4094
20221013,600970.SH,8.7493,1.3878
20221014,600970.SH,8.8857,1.4094
20221017,600970.SH,9.0115,1.4294
20221018,600970.SH,9.2528,1.4677
20221019,600970.SH,9.2109,1.461
20221020,600970.SH,9.0955,1.4427
20221021,600970.SH,9.2109,1.461
20221024,600970.SH,9.0535,1.436
20221025,600970.SH,9.0325,1.4327
20221026,600970.SH,9.2319,1.4643
20221027,600970.SH,10.3999,1.4334
20221028,600970.SH,9.8537,1.3582
20221031,600970.SH,9.9351,1.3694
20221101,600970.SH,10.4231,1.4367
20221102,600970.SH,10.4812,1.4447
20221103,600970.SH,10.3882,1.4318
20221104,600970.SH,10.7485,1.4815
20221107,600970.SH,10.6671,1.4703
20221108,600970.SH,10.6671,1.4703
20221109,600970.SH,10.5277,1.4511
20221110,600970.SH,10.4115,1.4351
20221111,600970.SH,10.5277,1.4511
20221114,600970.SH,10.4115,1.4351
20221115,600970.SH,10.7485,1.4815
20221116,600970.SH,10.7136,1.4767
20221117,600970.SH,10.609,1.4623
20221118,600970.SH,10.5742,1.4575
20221121,600970.SH,10.8414,1.4943
20221122,600970.SH,11.0273,1.5199
20221123,600970.SH,11.1087,1.5311
20221124,600970.SH,11.0041,1.5167
20221125,600970.SH,10.9692,1.5119
20221128,600970.SH,10.8879,1.5007
20221129,600970.SH,10.9925,1.5151
20221130,600970.SH,10.853,1.4959
20221201,600970.SH,10.853,1.4959
20221202,600970.SH,11.039,1.5215
20221205,600970.SH,11.434,1.576
20221206,600970.SH,11.2365,1.5488
20221207,600970.SH,11.0157,1.5183
20221208,600970.SH,11.0854,1.5279
20221209,600970.SH,10.9692,1.5119
20221212,600970.SH,10.5509,1.4543
20221213,600970.SH,10.6323,1.4655
20221214,600970.SH,10.6323,1.4655
20221215,600970.SH,10.7601,1.4831
20221216,600970.SH,10.7717,1.4847
20221219,600970.SH,10.3185,1.4222
20221220,600970.SH,10.3185,1.4222
20221221,600970.SH,10.2488,1.4126
20221222,600970.SH,10.0745,1.3886
20221223,600970.SH,10.028,1.3822
20221226,600970.SH,10.1442,1.3982
20221227,600970.SH,10.1442,1.3982
20221228,600970.SH,9.9932,1.3774
20221229,600970.SH,9.9118,1.3662
20221230,600970.SH,9.9002,1.3646
20230103,600970.SH,10.028,1.3822
20230104,600970.SH,9.9815,1.3758
20230105,600970.SH,9.9932,1.3774
20230106,600970.SH,10.1675,1.4014
20230109,600970.SH,10.2139,1.4078
20230110,600970.SH,10.6206,1.4639
20230111,600970.SH,10.8298,1.4927
20230113,600970.SH,10.458,1.4415
20230116,600970.SH,10.5277,1.4511
20230117,600970.SH,10.4463,1.4399
20230118,600970.SH,10.4115,1.4351
20230119,600970.SH,10.3999,1.4334
20230120,600970.SH,10.5858,1.4591
20230130,600970.SH,10.5625,1.4559
20230131,600970.SH,10.6323,1.4655
20230201,600970.SH,11.0157,1.5183
20230202,600970.SH,11.1087,1.5311
20230203,600970.SH,10.853,1.4959
20230206,600970.SH,10.7601,1.4831
20230207,600970.SH,10.8647,1.4975
20230208,600970.SH,10.8414,1.4943
20230209,600970.SH,10.8182,1.4911
20230210,600970.SH,10.7717,1.4847
20230213,600970.SH,11.039,1.5215
20230214,600970.SH,11.0157,1.5183
20230215,600970.SH,11.0157,1.5183
20230216,600970.SH,10.7949,1.4879
20230217,600970.SH,10.6787,1.4719
20230220,600970.SH,10.9692,1.5119
20230221,600970.SH,11.1203,1.5327
20230222,600970.SH,11.0854,1.5279
20230223,600970.SH,10.9809,1.5135
20230224,600970.SH,10.8763,1.4991
20230227,600970.SH,10.8298,1.4927
20230228,600970.SH,10.9111,1.5039
20230301,600970.SH,11.1784,1.5408
20230302,600970.SH,13.2856,1.502
20230303,600970.SH,13.5286,1.5295
20230306,600970.SH,13.6906,1.5478
20230307,600970.SH,13.5691,1.5341
20230308,600970.SH,13.7851,1.5585
20230309,600970.SH,13.9607,1.5783
20230310,600970.SH,13.7581,1.5554
20230313,600970.SH,14.8518,1.6791
20230314,600970.SH,14.6222,1.6531
20230315,600970.SH,15.2163,1.7203
20230316,600970.SH,15.2163,1.7203
20230317,600970.SH,15.4323,1.7447
20230320,600970.SH,15.2163,1.7203
20230321,600970.SH,15.1488,1.7127
20230322,600970.SH,13.8101,1.7161
20230323,600970.SH,14.518,1.8041
20230324,600970.SH,14.086,1.7504
20230327,600970.SH,13.6661,1.6982
20230328,600970.SH,13.5221,1.6803
20230329,600970.SH,13.4261,1.6684
20230330,600970.SH,13.5581,1.6848
20230331,600970.SH,13.4141,1.6669
20230403,600970.SH,13.6061,1.6907
20230404,600970.SH,14.566,1.81
20230406,600970.SH,14.8179,1.8413
20230407,600970.SH,14.638,1.819
20230410,600970.SH,15.0459,1.8697
20230411,600970.SH,15.5738,1.9353
20230412,600970.SH,15.5716,1.9288
20230413,600970.SH,15.6078,1.9333
20230414,600970.SH,15.9329,1.9736
20230417,600970.SH,16.8602,2.0885
20230418,600970.SH,17.1613,2.1258
20230419,600970.SH,16.5592,2.0512
20230420,600970.SH,17.1131,2.1198
20230421,600970.SH,16.7518,2.075
20230424,600970.SH,16.7037,2.0691
20230425,600970.SH,16.3905,2.0303
20230426,600970.SH,15.0118,1.9892
20230427,600970.SH,15.3177,2.0297
20230428,600970.SH,16.3374,2.1648
20230504,600970.SH,16.6659,2.2084
20230505,600970.SH,16.0201,2.1228
20230508,600970.SH,15.8502,2.1003
20230509,600970.SH,14.6153,1.9366
20230510,600970.SH,14.6946,1.9471
20230511,600970.SH,14.6606,1.9426
20230512,600970.SH,14.3773,1.9051
20230515,600970.SH,14.468,1.9171
20230516,600970.SH,14.5699,1.9306
20230517,600970.SH,14.5699,1.9306
20230518,600970.SH,14.7965,1.9606
20230519,600970.SH,14.6266,1.9381
20230522,600970.SH,14.3094,1.8961
20230523,600970.SH,14.0148,1.8571
20230524,600970.SH,13.7995,1.8285
20230525,600970.SH,13.6862,1.8135
20230526,600970.SH,14.0941,1.8676
20230529,600970.SH,14.2867,1.8931
20230530,600970.SH,14.9325,1.9787
20230531,600970.SH,15.0684,1.9967
20230601,600970.SH,14.23,1.8856
20230602,600970.SH,14.1961,1.8811
20230605,600970.SH,13.9468,1.9352
20230606,600970.SH,13.5389,1.8786
20230607,600970.SH,13.6976,1.9006
20230608,600970.SH,13.9241,1.9321
20230609,600970.SH,13.7882,1.9132
20230612,600970.SH,13.5276,1.877
20230613,600970.SH,13.3917,1.8582
20230614,600970.SH,13.9355,1.9336
20230615,600970.SH,14.0714,1.9525
20230616,600970.SH,14.8645,2.0626
20230619,600970.SH,14.2754,1.9808
20230620,600970.SH,14.0601,1.9509
20230621,600970.SH,14.0374,1.9478
20230626,600970.SH,13.7429,1.9069
20230627,600970.SH,14.6492,2.0327
20230628,600970.SH,14.332,1.9887
20230629,600970.SH,14.4566,2.006
20230630,600970.SH,14.4453,2.0044
20230703,600970.SH,14.9212,2.0704
20230704,600970.SH,14.502,2.0122
20230705,600970.SH,14.5246,2.0154
20230706,600970.SH,14.3773,1.995
20230707,600970.SH,14.23,1.9745
20230710,600970.SH,14.5699,2.0217
20230711,600970.SH,14.6039,2.0264
20230712,600970.SH,14.1507,1.9635
20230713,600970.SH,14.0828,1.9541
20230714,600970.SH,14.0148,1.9446
20230717,600970.SH,14.264,1.9792
20230718,600970.SH,14.2754,1.9808
20230719,600970.SH,14.502,2.0122
20230720,600970.SH,14.1394,1.9619
20230721,600970.SH,13.9808,1.9399
20230724,600970.SH,14.2074,1.9714
20230725,600970.SH,15.1591,2.1034
20230726,600970.SH,15.0571,2.0893
20230727,600970.SH,14.7059,2.0405
20230728,600970.SH,14.8418,2.0594
20230731,600970.SH,15.2724,2.1191
20230801,600970.SH,15.7369,2.1836
20230802,600970.SH,15.6009,2.1647
20230803,600970.SH,15.6576,2.1726
20230804,600970.SH,15.7029,2.1789
20230807,600970.SH,15.295,2.1223
20230808,600970.SH,15.261,2.1176
20230809,600970.SH,15.1931,2.1081
20230810,600970.SH,15.1704,2.105
20230811,600970.SH,14.9325,2.072
20230814,600970.SH,15.4536,2.1443
20230815,600970.SH,15.499,2.1506
20230816,600970.SH,15.0684,2.0908
20230817,600970.SH,15.2157,2.1113
20230818,600970.SH,14.1281,1.9604
20230821,600970.SH,14.0035,1.9431
20230822,600970.SH,14.0035,1.9431
20230823,600970.SH,13.369,1.855
20230824,600970.SH,12.4286,1.7246
20230825,600970.SH,11.7818,1.6902
20230828,600970.SH,11.6766,1.6751
20230829,600970.SH,12.1605,1.7445
20230830,600970.SH,12.2236,1.7536
20230831,600970.SH,12.3603,1.7732
20230901,600970.SH,12.3498,1.7717
20230904,600970.SH,12.4866,1.7913
20230905,600970.SH,12.1815,1.7475
20230906,600970.SH,12.0763,1.7324
20230907,600970.SH,11.8133,1.6947
20230908,600970.SH,11.9711,1.7174
20230911,600970.SH,11.929,1.7113
20230912,600970.SH,11.9606,1.7158
20230913,600970.SH,11.887,1.7053
20230914,600970.SH,11.8764,1.7038
20230915,600970.SH,11.6766,1.6751
20230918,600970.SH,11.7607,1.6872
20230919,600970.SH,11.8133,1.6947
20230920,600970.SH,11.7292,1.6826
20230921,600970.SH,11.5293,1.654
20230922,600970.SH,11.7712,1.6887
20230925,600970.SH,11.6555,1.6721
20230926,600970.SH,11.7292,1.6826
20230927,600970.SH,11.9185,1.7098
20230928,600970.SH,11.8659,1.7023
20231009,600970.SH,11.7397,1.6842
20231010,600970.SH,10.5615,1.5151
20231011,600970.SH,10.8245,1.5529
20231012,600970.SH,11.1296,1.5966
20231013,600970.SH,11.0033,1.5785
20231016,600970.SH,10.8771,1.5604
20231017,600970.SH,11.119,1.5951
20231018,600970.SH,11.077,1.5891
20231019,600970.SH,10.9192,1.5664
20231020,600970.SH,10.9402,1.5695
20231023,600970.SH,10.309,1.4789
20231024,600970.SH,10.5299,1.5106
20231025,600970.SH,10.551,1.5136
20231026,600970.SH,10.0895,1.463
20231027,600970.SH,10.1899,1.4776
20231030,600970.SH,9.9992,1.4499
20231031,600970.SH,9.9189,1.4383
20231101,600970.SH,9.9189,1.4383
20231102,600970.SH,9.7984,1.4208
20231103,600970.SH,9.9289,1.4398
20231106,600970.SH,10.0092,1.4514
20231107,600970.SH,9.9088,1.4368
20231108,600970.SH,9.9791,1.447
20231109,600970.SH,9.9088,1.4368
20231110,600970.SH,9.7582,1.415
20231113,600970.SH,9.7783,1.4179
20231114,600970.SH,9.7683,1.4165
20231115,600970.SH,9.7482,1.4136
20231116,600970.SH,9.5876,1.3903
20231117,600970.SH,9.7783,1.4179
20231120,600970.SH,9.7683,1.4165
20231121,600970.SH,9.7783,1.4179
20231122,600970.SH,9.6378,1.3975
20231123,600970.SH,9.708,1.4077
20231124,600970.SH,9.5574,1.3859
20231127,600970.SH,9.4771,1.3742
20231128,600970.SH,9.4972,1.3772
20231129,600970.SH,9.3667,1.3582
20231130,600970.SH,9.4069,1.3641
20231201,600970.SH,9.4872,1.3757
20231204,600970.SH,9.447,1.3699
20231205,600970.SH,9.5374,1.383
20231206,600970.SH,9.6478,1.399
20231207,600970.SH,9.3667,1.3582
20231208,600970.SH,9.2763,1.3451
20231211,600970.SH,9.5273,1.3815
20231212,600970.SH,9.6277,1.3961
20231213,600970.SH,9.3667,1.3582
20231214,600970.SH,9.3265,1.3524
20231215,600970.SH,9.2663,1.3437
20231218,600970.SH,9.1458,1.3262
20231219,600970.SH,9.0756,1.316
20231220,600970.SH,8.9952,1.3044
20231221,600970.SH,9.0756,1.316
20231222,600970.SH,9.0454,1.3116
20231225,600970.SH,8.9952,1.3044
20231226,600970.SH,8.935,1.2956
20231227,600970.SH,8.9952,1.3044
20231228,600970.SH,9.2663,1.3437
20231229,600970.SH,9.3767,1.3597
20240102,600970.SH,9.5675,1.3873
20240103,600970.SH,9.7181,1.4092
20240104,600970.SH,9.9791,1.447
20240105,600970.SH,9.9691,1.4456
20240108,600970.SH,9.9189,1.4383
20240109,600970.SH,9.8687,1.431
20240110,600970.SH,9.9791,1.447
20240111,600970.SH,9.9088,1.4368
20240112,600970.SH,9.9389,1.4412
20240115,600970.SH,10.1397,1.4703
20240116,600970.SH,10.1698,1.4747
20240117,600970.SH,10.0193,1.4529
20240118,600970.SH,10.1197,1.4674
20240119,600970.SH,9.949,1.4427
20240122,600970.SH,9.7281,1.4106
20240123,600970.SH,9.7683,1.4165
20240124,600970.SH,10.5212,1.5256
20240125,600970.SH,11.3445,1.645
20240126,600970.SH,10.973,1.5912
20240129,600970.SH,11.1738,1.6203
20240130,600970.SH,11.1035,1.6101
20240131,600970.SH,11.1437,1.6159
20240201,600970.SH,10.5011,1.5227
20240202,600970.SH,10.4811,1.5198
20240205,600970.SH,10.4409,1.514
20240206,600970.SH,10.9027,1.581
20240207,600970.SH,11.3946,1.6523
20240208,600970.SH,11.2943,1.6377
20240219,600970.SH,11.2139,1.6261
20240220,600970.SH,11.5553,1.6756
20240221,600970.SH,11.3645,1.6479
20240222,600970.SH,11.3746,1.6494
20240223,600970.SH,11.3244,1.6421
20240226,600970.SH,11.0132,1.597
20240227,600970.SH,11.1537,1.6174
20240228,600970.SH,11.0734,1.6057
20240229,600970.SH,11.2742,1.6348
20240301,600970.SH,11.3846,1.6508
20240304,600970.SH,11.4047,1.6538
20240305,600970.SH,11.8765,1.7222
20240306,600970.SH,11.736,1.7018
20240307,600970.SH,11.5452,1.6741
20240308,600970.SH,11.736,1.7018
20240311,600970.SH,11.4448,1.6596
20240312,600970.SH,11.1939,1.6232
20240313,600970.SH,11.0834,1.6072
20240314,600970.SH,11.1336,1.6144
20240315,600970.SH,11.0834,1.6072
20240318,600970.SH,11.4248,1.6567
20240319,600970.SH,11.1738,1.6203
20240320,600970.SH,11.1035,1.6101
20240321,600970.SH,10.983,1.5926
20240322,600970.SH,10.6919,1.5504
20240325,600970.SH,10.8425,1.5722
20240326,600970.SH,10.9328,1.5853
20240327,600970.SH,10.1404,1.5484
20240328,600970.SH,10.2854,1.5706
20240329,600970.SH,10.1857,1.5553
20240401,600970.SH,10.6026,1.619
20240402,600970.SH,10.6026,1.619
20240403,600970.SH,10.5754,1.6148
20240408,600970.SH,10.5935,1.6176
20240409,600970.SH,10.5573,1.6121
20240410,600970.SH,10.5845,1.6162
20240411,600970.SH,10.7023,1.6342
20240412,600970.SH,10.5573,1.6121
20240415,600970.SH,11.2732,1.7214
20240416,600970.SH,11.1463,1.702
