trade_date,ts_code,pe_ttm,pb
20211026,688196.SH,32.3498,2.9252
20211027,688196.SH,25.975,2.7809
20211028,688196.SH,26.028,2.7865
20211029,688196.SH,25.5219,2.7324
20211101,688196.SH,25.146,2.6921
20211102,688196.SH,25.493,2.7293
20211103,688196.SH,26.5679,2.8443
20211104,688196.SH,27.0402,2.8949
20211105,688196.SH,26.804,2.8696
20211108,688196.SH,27.5367,2.9481
20211109,688196.SH,27.6813,2.9635
20211110,688196.SH,27.5415,2.9486
20211111,688196.SH,28.1296,3.0115
20211112,688196.SH,28.5103,3.0523
20211115,688196.SH,28.4525,3.0461
20211116,688196.SH,27.9078,2.9878
20211117,688196.SH,27.4065,2.9341
20211118,688196.SH,27.0113,2.8918
20211119,688196.SH,28.0042,2.9981
20211122,688196.SH,28.438,3.0446
20211123,688196.SH,28.226,3.0219
20211124,688196.SH,28.0669,3.0048
20211125,688196.SH,28.5585,3.0575
20211126,688196.SH,28.438,3.0446
20211129,688196.SH,27.7873,2.9749
20211130,688196.SH,29.1128,3.1168
20211201,688196.SH,28.7658,3.0797
20211202,688196.SH,27.9319,2.9904
20211203,688196.SH,28.0476,3.0028
20211206,688196.SH,27.5174,2.946
20211207,688196.SH,26.0425,2.7881
20211208,688196.SH,26.216,2.8067
20211209,688196.SH,25.7292,2.7546
20211210,688196.SH,26.6691,2.8552
20211213,688196.SH,26.1919,2.8041
20211214,688196.SH,26.4088,2.8273
20211215,688196.SH,26.1389,2.7984
20211216,688196.SH,26.322,2.818
20211217,688196.SH,24.8664,2.6622
20211220,688196.SH,24.823,2.6575
20211221,688196.SH,25.1363,2.6911
20211222,688196.SH,26.3847,2.8247
20211223,688196.SH,26.457,2.8325
20211224,688196.SH,26.5871,2.8464
20211227,688196.SH,26.6546,2.8536
20211228,688196.SH,26.7221,2.8609
20211229,688196.SH,26.7221,2.8609
20211230,688196.SH,27.3728,2.9305
20211231,688196.SH,28.1633,3.0151
20220104,688196.SH,30.8866,3.3067
20220105,688196.SH,31.9856,3.4244
20220106,688196.SH,33.017,3.5348
20220107,688196.SH,32.0723,3.4336
20220110,688196.SH,32.2989,3.4579
20220111,688196.SH,32.1832,3.4455
20220112,688196.SH,36.0344,3.8578
20220113,688196.SH,34.8727,3.7335
20220114,688196.SH,35.0366,3.751
20220117,688196.SH,34.222,3.6638
20220118,688196.SH,27.1718,3.8328
20220119,688196.SH,26.9552,3.8022
20220120,688196.SH,26.1851,3.6936
20220121,688196.SH,25.9513,3.6606
20220124,688196.SH,25.965,3.6625
20220125,688196.SH,25.0574,3.5345
20220126,688196.SH,25.6075,3.6121
20220127,688196.SH,24.8236,3.5015
20220128,688196.SH,24.8132,3.5001
20220207,688196.SH,25.2189,3.5573
20220208,688196.SH,25.8069,3.6402
20220209,688196.SH,25.6831,3.6228
20220210,688196.SH,24.6551,3.4778
20220211,688196.SH,23.6924,3.342
20220214,688196.SH,23.9296,3.3754
20220215,688196.SH,24.3078,3.4288
20220216,688196.SH,25.1502,3.5476
20220217,688196.SH,24.6379,3.4753
20220218,688196.SH,24.0018,3.3856
20220221,688196.SH,23.7508,3.3502
20220222,688196.SH,23.5583,3.3231
20220223,688196.SH,24.2012,3.4138
20220224,688196.SH,24.7204,3.487
20220225,688196.SH,25.1846,3.5525
20220228,688196.SH,28.5677,4.0297
20220301,688196.SH,27.5088,3.8803
20220302,688196.SH,27.354,3.8585
20220303,688196.SH,27.5741,3.8895
20220304,688196.SH,26.2366,3.7009
20220307,688196.SH,25.7622,3.6339
20220308,688196.SH,24.6826,3.4816
20220309,688196.SH,24.1119,3.4011
20220310,688196.SH,23.3142,3.2886
20220311,688196.SH,23.0357,3.2493
20220314,688196.SH,21.6879,3.0592
20220315,688196.SH,20.5121,2.8934
20220316,688196.SH,21.0278,2.9661
20220317,688196.SH,20.684,2.9176
20220318,688196.SH,21.8324,3.0796
20220321,688196.SH,22.2828,3.1431
20220322,688196.SH,23.2214,3.2755
20220323,688196.SH,23.3486,3.2935
20220324,688196.SH,23.8265,3.3609
20220325,688196.SH,23.2661,3.2818
20220328,688196.SH,21.8874,3.0874
20220329,688196.SH,22.2244,3.1019
20220330,688196.SH,23.5262,3.2836
20220331,688196.SH,23.1051,3.2248
20220401,688196.SH,23.1816,3.2355
20220406,688196.SH,22.3115,3.1141
20220407,688196.SH,21.6814,3.0261
20220408,688196.SH,21.2707,2.9688
20220411,688196.SH,20.0142,2.7934
20220412,688196.SH,20.8078,2.9042
20220413,688196.SH,20.7451,2.8955
20220414,688196.SH,20.7242,2.8925
20220415,688196.SH,20.3274,2.8372
20220418,688196.SH,20.8913,2.9159
20220419,688196.SH,21.1802,2.9562
20220420,688196.SH,20.2648,2.8284
20220421,688196.SH,19.4677,2.7172
20220422,688196.SH,19.4225,2.7108
20220425,688196.SH,16.6722,2.5138
20220426,688196.SH,15.3964,2.3214
20220427,688196.SH,16.4585,2.4815
20220428,688196.SH,16.1055,2.4283
20220429,688196.SH,16.5917,2.5016
20220505,688196.SH,16.8766,2.5446
20220506,688196.SH,16.2511,2.4503
20220509,688196.SH,17.1088,2.5796
20220510,688196.SH,17.0717,2.574
20220511,688196.SH,18.1957,2.7435
20220512,688196.SH,17.8489,2.6912
20220513,688196.SH,17.7932,2.6828
20220516,688196.SH,18.0595,2.7229
20220517,688196.SH,18.1369,2.7346
20220518,688196.SH,18.7346,2.8247
20220519,688196.SH,18.7346,2.8247
20220520,688196.SH,18.685,2.8172
20220523,688196.SH,18.6819,2.8168
20220524,688196.SH,17.4402,2.7788
20220525,688196.SH,17.6693,2.8153
20220526,688196.SH,17.948,2.8597
20220527,688196.SH,17.914,2.8542
20220530,688196.SH,18.0007,2.8681
20220531,688196.SH,18.8925,3.0102
20220601,688196.SH,19.7812,3.1518
20220602,688196.SH,20.2364,3.2243
20220606,688196.SH,21.6175,3.4443
20220607,688196.SH,23.1968,3.696
20220608,688196.SH,22.5217,3.5884
20220609,688196.SH,21.8621,3.4833
20220610,688196.SH,22.2028,3.5376
20220613,688196.SH,24.773,3.9471
20220614,688196.SH,24.4231,3.8913
20220615,688196.SH,22.915,3.6511
20220616,688196.SH,23.6489,3.768
20220617,688196.SH,23.8719,3.8035
20220620,688196.SH,23.3857,3.7261
20220621,688196.SH,23.3392,3.7187
20220622,688196.SH,23.6892,3.7744
20220623,688196.SH,25.1384,4.0053
20220624,688196.SH,24.6089,3.9209
20220627,688196.SH,24.5717,3.915
20220628,688196.SH,24.7761,3.9476
20220629,688196.SH,24.773,3.9471
20220630,688196.SH,23.844,3.7991
20220701,688196.SH,24.2806,3.8686
20220704,688196.SH,24.5345,3.9091
20220705,688196.SH,23.9957,3.8233
20220706,688196.SH,23.2247,3.7004
20220707,688196.SH,23.4724,3.7399
20220708,688196.SH,22.8159,3.6353
20220711,688196.SH,22.4598,3.5785
20220712,688196.SH,21.6144,3.4438
20220713,688196.SH,21.5989,3.4414
20220714,688196.SH,22.0541,3.5139
20220715,688196.SH,22.9429,3.6555
20220718,688196.SH,22.915,3.6511
20220719,688196.SH,23.4817,3.7414
20220720,688196.SH,23.7139,3.7784
20220721,688196.SH,23.9833,3.8213
20220722,688196.SH,23.6861,3.7739
20220725,688196.SH,23.4043,3.729
20220726,688196.SH,23.7975,3.7917
20220727,688196.SH,24.3952,3.8869
20220728,688196.SH,25.0083,3.9846
20220729,688196.SH,25.0919,3.9979
20220801,688196.SH,26.1665,4.1691
20220802,688196.SH,26.0085,4.144
20220803,688196.SH,25.5967,4.0783
20220804,688196.SH,26.1634,4.1686
20220805,688196.SH,26.5659,4.2328
20220808,688196.SH,26.7858,4.2678
20220809,688196.SH,26.8539,4.2786
20220810,688196.SH,28.5199,4.5441
20220811,688196.SH,29.1702,4.6477
20220812,688196.SH,28.5756,4.553
20220815,688196.SH,28.7428,4.5796
20220816,688196.SH,20.2394,3.9233
20220817,688196.SH,19.1882,3.7195
20220818,688196.SH,19.4361,3.7676
20220819,688196.SH,19.5672,3.793
20220822,688196.SH,19.6053,3.8004
20220823,688196.SH,19.4504,3.7704
20220824,688196.SH,18.7353,3.6317
20220825,688196.SH,19.56,3.7916
20220826,688196.SH,18.7901,3.6424
20220829,688196.SH,20.0224,3.8813
20220830,688196.SH,19.0404,3.6909
20220831,688196.SH,17.7246,3.4358
20220901,688196.SH,17.6674,3.4247
20220902,688196.SH,18.3849,3.5638
20220905,688196.SH,18.3611,3.5592
20220906,688196.SH,18.4731,3.5809
20220907,688196.SH,19.2692,3.7352
20220908,688196.SH,18.6376,3.6128
20220909,688196.SH,18.3015,3.5477
20220913,688196.SH,18.5017,3.5865
20220914,688196.SH,18.6614,3.6174
20220915,688196.SH,17.4243,3.3776
20220916,688196.SH,17.522,3.3966
20220919,688196.SH,18.0226,3.4936
20220920,688196.SH,18.485,3.5832
20220921,688196.SH,18.6447,3.6142
20220922,688196.SH,19.498,3.7796
20220923,688196.SH,18.3372,3.5546
20220926,688196.SH,18.4969,3.5855
20220927,688196.SH,18.9689,3.677
20220928,688196.SH,18.075,3.5038
20220929,688196.SH,18.342,3.5555
20220930,688196.SH,17.4529,3.3832
20221010,688196.SH,16.9476,3.2852
20221011,688196.SH,17.1168,3.318
20221012,688196.SH,17.6936,3.4298
20221013,688196.SH,17.3456,3.3624
20221014,688196.SH,17.9987,3.489
20221017,688196.SH,18.0297,3.495
20221018,688196.SH,17.5649,3.4049
20221019,688196.SH,18.168,3.5218
20221020,688196.SH,17.9439,3.4783
20221021,688196.SH,18.3086,3.549
20221024,688196.SH,13.8205,2.8759
20221025,688196.SH,14.0501,2.9237
20221026,688196.SH,14.1149,2.9372
20221027,688196.SH,14.0376,2.9211
20221028,688196.SH,13.9165,2.8959
20221031,688196.SH,13.6597,2.8425
20221101,688196.SH,14.0919,2.9324
20221102,688196.SH,14.048,2.9233
20221103,688196.SH,14.19,2.9528
20221104,688196.SH,14.5616,3.0301
20221107,688196.SH,14.6514,3.0488
20221108,688196.SH,14.1858,2.9519
20221109,688196.SH,14.2506,2.9654
20221110,688196.SH,13.8956,2.8915
20221111,688196.SH,13.8956,2.8915
20221114,688196.SH,13.7119,2.8533
20221115,688196.SH,14.0313,2.9198
20221116,688196.SH,13.8059,2.8729
20221117,688196.SH,13.5491,2.8194
20221118,688196.SH,13.2568,2.7586
20221121,688196.SH,13.3048,2.7686
20221122,688196.SH,13.4092,2.7903
20221123,688196.SH,13.1274,2.7317
20221124,688196.SH,13.5282,2.8151
20221125,688196.SH,13.1524,2.7369
20221128,688196.SH,13.1232,2.7308
20221129,688196.SH,13.1587,2.7382
20221130,688196.SH,13.0898,2.7239
20221201,688196.SH,13.2944,2.7664
20221202,688196.SH,13.4906,2.8073
20221205,688196.SH,13.0585,2.7173
20221206,688196.SH,13.1107,2.7282
20221207,688196.SH,13.1316,2.7325
20221208,688196.SH,12.8017,2.6639
20221209,688196.SH,12.7558,2.6544
20221212,688196.SH,12.8727,2.6787
20221213,688196.SH,12.7036,2.6435
20221214,688196.SH,12.7265,2.6483
20221215,688196.SH,12.9833,2.7017
20221216,688196.SH,12.5595,2.6135
20221219,688196.SH,12.1754,2.5336
20221220,688196.SH,12.2965,2.5588
20221221,688196.SH,12.2297,2.5449
20221222,688196.SH,11.7245,2.4397
20221223,688196.SH,11.833,2.4623
20221226,688196.SH,12.0188,2.501
20221227,688196.SH,12.2777,2.5549
20221228,688196.SH,12.1796,2.5344
20221229,688196.SH,12.3737,2.5749
20221230,688196.SH,12.1128,2.5205
20230103,688196.SH,12.9311,2.6908
20230104,688196.SH,12.6931,2.6413
20230105,688196.SH,12.7265,2.6483
20230106,688196.SH,12.8518,2.6743
20230109,688196.SH,13.1503,2.7365
20230110,688196.SH,13.1107,2.7282
20230111,688196.SH,12.9207,2.6887
20230112,688196.SH,12.8602,2.6761
20230113,688196.SH,12.8602,2.6761
20230116,688196.SH,12.9395,2.6926
20230117,688196.SH,12.9959,2.7043
20230118,688196.SH,12.8998,2.6843
20230119,688196.SH,12.8581,2.6756
20230120,688196.SH,13.0919,2.7243
20230130,688196.SH,13.4489,2.7986
20230131,688196.SH,13.3654,2.7812
20230201,688196.SH,13.5178,2.8129
20230202,688196.SH,13.5929,2.8286
20230203,688196.SH,13.4927,2.8077
20230206,688196.SH,13.4677,2.8025
20230207,688196.SH,13.4113,2.7908
20230208,688196.SH,13.3528,2.7786
20230209,688196.SH,13.5554,2.8207
20230210,688196.SH,13.2902,2.7656
20230213,688196.SH,13.6952,2.8498
20230214,688196.SH,14.3842,2.9932
20230215,688196.SH,14.0522,2.9241
20230216,688196.SH,13.3675,2.7816
20230217,688196.SH,13.0919,2.7243
20230220,688196.SH,13.0063,2.7065
20230221,688196.SH,16.3269,2.6428
20230222,688196.SH,17.6245,2.8529
20230223,688196.SH,17.7151,2.8675
20230224,688196.SH,17.2968,2.7998
20230227,688196.SH,16.6866,2.701
20230228,688196.SH,16.5188,2.6739
20230301,688196.SH,16.7372,2.7092
20230302,688196.SH,16.4255,2.6588
20230303,688196.SH,16.3696,2.6497
20230306,688196.SH,16.4681,2.6657
20230307,688196.SH,15.7195,2.5445
20230308,688196.SH,15.7115,2.5432
20230309,688196.SH,15.7168,2.5441
20230310,688196.SH,15.5916,2.5238
20230313,688196.SH,15.136,2.4501
20230314,688196.SH,14.8642,2.4061
20230315,688196.SH,14.9788,2.4246
20230316,688196.SH,14.715,2.3819
20230317,688196.SH,14.707,2.3806
20230320,688196.SH,14.5871,2.3612
20230321,688196.SH,14.8536,2.4043
20230322,688196.SH,15.3172,2.4794
20230323,688196.SH,15.2426,2.4673
20230324,688196.SH,15.501,2.5091
20230327,688196.SH,15.4264,2.4971
20230328,688196.SH,15.4584,2.5022
20230329,688196.SH,15.3918,2.4915
20230330,688196.SH,15.4451,2.5001
20230331,688196.SH,15.0754,2.4463
20230403,688196.SH,15.6651,2.542
20230404,688196.SH,15.1206,2.4536
20230406,688196.SH,15.1551,2.4592
20230407,688196.SH,15.1817,2.4635
20230410,688196.SH,15.3968,2.4985
20230411,688196.SH,15.195,2.4657
20230412,688196.SH,15.1604,2.4601
20230413,688196.SH,15.0967,2.4497
20230414,688196.SH,15.0462,2.4415
20230417,688196.SH,15.2003,2.4666
20230418,688196.SH,15.4048,2.4997
20230419,688196.SH,15.171,2.4618
20230420,688196.SH,14.7434,2.3924
20230421,688196.SH,14.5202,2.3562
20230424,688196.SH,14.2121,2.3062
20230425,688196.SH,14.2466,2.11
20230426,688196.SH,15.0356,2.2268
20230427,688196.SH,14.6156,2.1646
20230428,688196.SH,14.7319,2.1819
20230504,688196.SH,14.38,2.1297
20230505,688196.SH,14.3942,2.1318
20230508,688196.SH,14.1643,2.0978
20230509,688196.SH,13.9855,2.0713
20230510,688196.SH,14.0792,2.0852
20230511,688196.SH,14.2182,2.1058
20230512,688196.SH,13.4889,2.137
20230515,688196.SH,13.7074,2.1716
20230516,688196.SH,13.7188,2.1734
20230517,688196.SH,13.96,2.2116
20230518,688196.SH,13.9742,2.2139
20230519,688196.SH,13.9288,2.2067
20230522,688196.SH,14.1359,2.2395
20230523,688196.SH,13.9486,2.2098
20230524,688196.SH,13.9912,2.2166
20230525,688196.SH,13.9373,2.208
20230526,688196.SH,13.8862,2.1999
20230529,688196.SH,13.6904,2.1689
20230530,688196.SH,13.2874,2.1051
20230531,688196.SH,13.1086,2.0767
20230601,688196.SH,13.0121,2.0614
20230602,688196.SH,13.259,2.1006
20230605,688196.SH,12.8986,2.0435
20230606,688196.SH,12.6432,2.003
20230607,688196.SH,12.4842,1.9778
20230608,688196.SH,12.4218,1.9679
20230609,688196.SH,12.5949,1.9953
20230612,688196.SH,12.663,2.0061
20230613,688196.SH,12.7056,2.0129
20230614,688196.SH,12.4502,1.9724
20230615,688196.SH,12.3338,1.954
20230616,688196.SH,12.3878,1.9625
20230619,688196.SH,12.3906,1.963
20230620,688196.SH,12.3934,1.9634
20230621,688196.SH,12.2146,1.9351
20230626,688196.SH,12.3963,1.9639
20230627,688196.SH,12.7425,2.0187
20230628,688196.SH,12.9099,2.0453
20230629,688196.SH,13.1285,2.0799
20230630,688196.SH,13.1256,2.0794
20230703,688196.SH,13.2108,2.0929
20230704,688196.SH,13.0689,2.0704
20230705,688196.SH,12.9724,2.0551
20230706,688196.SH,12.8617,2.0376
20230707,688196.SH,12.7312,2.0169
20230710,688196.SH,13.0178,2.0623
20230711,688196.SH,13.3129,2.1091
20230712,688196.SH,13.3044,2.1078
20230713,688196.SH,13.3186,2.11
20230714,688196.SH,13.3271,2.1113
20230717,688196.SH,13.3867,2.1208
20230718,688196.SH,13.4832,2.1361
20230719,688196.SH,13.5428,2.1455
20230720,688196.SH,13.5485,2.1464
20230721,688196.SH,13.4662,2.1334
20230724,688196.SH,13.5967,2.1541
20230725,688196.SH,13.8919,2.2008
20230726,688196.SH,14.2268,2.2539
20230727,688196.SH,14.1899,2.248
20230728,688196.SH,14.5475,2.3047
20230731,688196.SH,14.6212,2.3164
20230801,688196.SH,14.6042,2.3137
20230802,688196.SH,14.3885,2.2795
20230803,688196.SH,14.2239,2.2534
20230804,688196.SH,14.1246,2.2377
20230807,688196.SH,13.9713,2.2134
20230808,688196.SH,13.7926,2.1851
20230809,688196.SH,13.7755,2.1824
20230810,688196.SH,13.9799,2.2148
20230811,688196.SH,13.645,2.1617
20230814,688196.SH,13.3981,2.1226
20230815,688196.SH,13.1682,2.0862
20230816,688196.SH,16.4177,2.0207
20230817,688196.SH,16.8291,2.0713
20230818,688196.SH,16.6872,2.0539
20230821,688196.SH,16.1482,1.9876
20230822,688196.SH,16.3043,2.0068
20230823,688196.SH,15.9568,1.964
20230824,688196.SH,16.2475,1.9998
20230825,688196.SH,16.5418,2.036
20230828,688196.SH,16.4426,2.0238
20230829,688196.SH,16.9993,2.0923
20230830,688196.SH,16.9284,2.0836
20230831,688196.SH,16.8042,2.0683
20230901,688196.SH,16.8681,2.0762
20230904,688196.SH,16.8645,2.0757
20230905,688196.SH,16.7475,2.0613
20230906,688196.SH,17.0631,2.1002
20230907,688196.SH,16.8645,2.0757
20230908,688196.SH,16.627,2.0465
20230911,688196.SH,17.0631,2.1002
20230912,688196.SH,17.1624,2.1124
20230913,688196.SH,17.6907,2.1774
20230914,688196.SH,17.6234,2.1691
20230915,688196.SH,17.6553,2.173
20230918,688196.SH,17.7085,2.1796
20230919,688196.SH,17.3574,2.1364
20230920,688196.SH,17.3042,2.1298
20230921,688196.SH,17.1092,2.1058
20230922,688196.SH,17.2333,2.1211
20230925,688196.SH,17.0666,2.1006
20230926,688196.SH,16.8894,2.0788
20230927,688196.SH,17.3539,2.1359
20230928,688196.SH,17.4461,2.1473
20231009,688196.SH,16.8113,2.0692
20231010,688196.SH,16.6766,2.0526
20231011,688196.SH,16.8007,2.0679
20231012,688196.SH,16.8113,2.0692
20231013,688196.SH,16.595,2.0425
20231016,688196.SH,16.8574,2.0748
20231017,688196.SH,17.1624,2.1124
20231018,688196.SH,16.2972,2.0059
20231019,688196.SH,15.9178,1.9592
20231020,688196.SH,15.8752,1.9539
20231023,688196.SH,15.471,1.9042
20231024,688196.SH,15.7015,1.9326
20231025,688196.SH,15.5951,1.9195
20231026,688196.SH,15.2405,1.8758
20231027,688196.SH,15.8149,1.9465
20231030,688196.SH,15.9071,1.9579
20231031,688196.SH,28.385,1.8016
20231101,688196.SH,28.4056,1.8029
20231102,688196.SH,27.1066,1.7205
20231103,688196.SH,27.086,1.7192
20231106,688196.SH,27.519,1.7467
20231107,688196.SH,27.3472,1.7358
20231108,688196.SH,27.7801,1.7632
20231109,688196.SH,28.0001,1.7772
20231110,688196.SH,28.3368,1.7986
20231113,688196.SH,28.3025,1.7964
20231114,688196.SH,28.275,1.7946
20231115,688196.SH,28.6599,1.8191
20231116,688196.SH,28.2406,1.7925
20231117,688196.SH,28.5911,1.8147
20231120,688196.SH,28.4399,1.8051
20231121,688196.SH,28.3643,1.8003
20231122,688196.SH,27.732,1.7602
20231123,688196.SH,28.4124,1.8034
20231124,688196.SH,27.6014,1.7519
20231127,688196.SH,27.3609,1.7366
20231128,688196.SH,28.3162,1.7973
20231129,688196.SH,28.5911,1.8147
20231130,688196.SH,28.33,1.7981
20231201,688196.SH,27.7801,1.7632
20231204,688196.SH,27.6839,1.7571
20231205,688196.SH,27.2647,1.7305
20231206,688196.SH,27.1685,1.7244
20231207,688196.SH,26.4606,1.6795
20231208,688196.SH,26.165,1.6607
20231211,688196.SH,25.2715,1.604
20231212,688196.SH,24.8935,1.58
20231213,688196.SH,23.8214,1.512
20231214,688196.SH,23.7733,1.5089
20231215,688196.SH,23.6977,1.5041
20231218,688196.SH,23.4365,1.4875
20231219,688196.SH,23.4709,1.4897
20231220,688196.SH,22.8592,1.4509
20231221,688196.SH,23.2097,1.4731
20231222,688196.SH,22.6186,1.4356
20231225,688196.SH,22.4949,1.4278
20231226,688196.SH,22.275,1.4138
20231227,688196.SH,22.3506,1.4186
20231228,688196.SH,23.1684,1.4705
20231229,688196.SH,23.0722,1.4644
20240102,688196.SH,23.0379,1.4622
20240103,688196.SH,23.031,1.4618
20240104,688196.SH,22.9554,1.457
20240105,688196.SH,22.8867,1.4526
20240108,688196.SH,22.6117,1.4352
20240109,688196.SH,22.653,1.4378
20240110,688196.SH,22.6667,1.4387
20240111,688196.SH,22.6942,1.4404
20240112,688196.SH,22.488,1.4273
20240115,688196.SH,22.4812,1.4269
20240116,688196.SH,22.543,1.4308
20240117,688196.SH,21.9107,1.3907
20240118,688196.SH,21.9107,1.3907
20240119,688196.SH,22.2131,1.4099
20240122,688196.SH,21.1684,1.3436
20240123,688196.SH,21.0791,1.3379
20240124,688196.SH,21.0791,1.3379
20240125,688196.SH,21.519,1.3658
20240126,688196.SH,21.6152,1.3719
20240129,688196.SH,21.0241,1.3344
20240130,688196.SH,21.8076,1.3842
20240131,688196.SH,21.1203,1.3405
20240201,688196.SH,19.2578,1.2223
20240202,688196.SH,17.9382,1.1386
20240205,688196.SH,16.9966,1.0788
20240206,688196.SH,17.2647,1.0958
20240207,688196.SH,16.433,1.043
20240208,688196.SH,17.9038,1.1364
20240219,688196.SH,18.9829,1.2049
20240220,688196.SH,18.6117,1.1813
20240221,688196.SH,18.7836,1.1922
20240222,688196.SH,18.9691,1.204
20240223,688196.SH,19.7183,1.2515
20240226,688196.SH,41.5031,1.265
20240227,688196.SH,42.6327,1.2995
20240228,688196.SH,40.2854,1.2279
20240229,688196.SH,40.7109,1.2409
20240301,688196.SH,40.6375,1.2387
20240304,688196.SH,40.5348,1.2355
20240305,688196.SH,39.2145,1.1953
20240306,688196.SH,39.5519,1.2056
20240307,688196.SH,39.6106,1.2074
20240308,688196.SH,39.1118,1.1921
20240311,688196.SH,39.4345,1.202
20240312,688196.SH,39.9187,1.2167
20240313,688196.SH,39.9333,1.2172
20240314,688196.SH,39.3025,1.198
20240315,688196.SH,39.816,1.2136
20240318,688196.SH,40.1974,1.2252
20240319,688196.SH,39.772,1.2123
20240320,688196.SH,39.8747,1.2154
20240321,688196.SH,39.3759,1.2002
20240322,688196.SH,39.2438,1.1962
20240325,688196.SH,37.6447,1.1474
20240326,688196.SH,37.2633,1.1358
20240327,688196.SH,35.8256,1.092
